ID,duration of routing servers update (in ms)
2022-04-10T10:18:26Z,165261
2022-04-10T10:23:27Z,162956
2022-04-10T10:28:30Z,167316
2022-04-10T10:33:28Z,165685
2022-04-10T10:38:25Z,164449
2022-04-10T10:43:25Z,164236
2022-04-10T10:48:26Z,165822
2022-04-10T10:53:26Z,165868
2022-04-10T10:59:35Z,234965
2022-04-10T11:03:33Z,172945
2022-04-10T11:08:34Z,173612
2022-04-10T11:13:26Z,165306
2022-04-10T11:18:23Z,162791
2022-04-10T11:23:27Z,166011
2022-04-10T11:28:28Z,167732
2022-04-10T11:33:24Z,163027
2022-04-10T11:38:31Z,165086
2022-04-10T11:44:07Z,206689
2022-04-10T11:48:42Z,181384
2022-04-10T11:53:30Z,169744
2022-04-10T11:58:32Z,171104
2022-04-10T12:03:34Z,173431
2022-04-10T12:08:27Z,166595
2022-04-10T12:14:08Z,207334
2022-04-10T12:18:31Z,170529
2022-04-10T12:23:34Z,173825
2022-04-10T12:28:27Z,166237
2022-04-10T12:33:29Z,168793
2022-04-10T12:38:28Z,167837
2022-04-10T12:44:28Z,227132
2022-04-10T12:48:29Z,168519
2022-04-10T12:53:37Z,176195
2022-04-10T12:58:30Z,167191
2022-04-10T13:03:33Z,172117
2022-04-10T13:09:06Z,204350
2022-04-10T13:13:30Z,169627
2022-04-10T13:18:43Z,182862
2022-04-10T13:23:37Z,176774
2022-04-10T13:28:29Z,168609
2022-04-10T13:33:36Z,175016
2022-04-10T13:38:36Z,175993
2022-04-10T13:43:32Z,171705
2022-04-10T13:48:30Z,169394
2022-04-10T13:53:33Z,172598
2022-04-10T13:58:38Z,177149
2022-04-10T14:04:01Z,200555
2022-04-10T14:08:29Z,168748
2022-04-10T14:13:30Z,169314
2022-04-10T14:18:33Z,172596
2022-04-10T14:23:46Z,185074
2022-04-10T14:28:35Z,174096
2022-04-10T14:33:35Z,174003
2022-04-10T14:38:39Z,178653
2022-04-10T14:43:34Z,173680
2022-04-10T14:48:37Z,176027
2022-04-10T14:53:37Z,176386
2022-04-10T14:58:35Z,174689
2022-04-10T15:03:35Z,174226
2022-04-10T15:08:35Z,174901
2022-04-10T15:13:36Z,175113
2022-04-10T15:18:33Z,172223
2022-04-10T15:23:45Z,184527
2022-04-10T15:28:35Z,174132
2022-04-10T15:33:32Z,171489
2022-04-10T15:38:34Z,173641
2022-04-10T15:43:36Z,175762
2022-04-10T15:48:36Z,175952
2022-04-10T15:53:40Z,179676
2022-04-10T15:58:37Z,176627
2022-04-10T16:03:34Z,173096
2022-04-10T16:08:38Z,177358
2022-04-10T16:13:37Z,176241
2022-04-10T16:18:38Z,177097
2022-04-10T16:23:39Z,178121
2022-04-10T16:28:40Z,179636
2022-04-10T16:33:38Z,177095
2022-04-10T16:38:41Z,180753
2022-04-10T16:43:38Z,177073
2022-04-10T16:48:41Z,176031
2022-04-10T16:53:35Z,174341
2022-04-10T16:58:38Z,177281
2022-04-10T17:03:45Z,184538
2022-04-10T17:08:45Z,184534
2022-04-10T17:13:36Z,175934
2022-04-10T17:18:36Z,175959
2022-04-10T17:23:37Z,176838
2022-04-10T17:28:40Z,179078
2022-04-10T17:33:36Z,175670
2022-04-10T17:38:41Z,180002
2022-04-10T17:43:37Z,176548
2022-04-10T17:48:41Z,180322
2022-04-10T17:53:44Z,183513
2022-04-10T17:58:41Z,180164
2022-04-10T18:03:42Z,178436
2022-04-10T18:10:36Z,295613
2022-04-10T18:13:40Z,175223
2022-04-10T18:18:39Z,178841
2022-04-10T18:23:37Z,176313
2022-04-10T18:28:44Z,183970
2022-04-10T18:33:41Z,180720
2022-04-10T18:38:41Z,180785
2022-04-10T18:43:39Z,178774
2022-04-10T18:48:39Z,178131
2022-04-10T18:53:52Z,191623
2022-04-10T18:58:48Z,187564
2022-04-10T19:03:43Z,182137
2022-04-10T19:08:49Z,188310
2022-04-10T19:13:37Z,176917
2022-04-10T19:18:42Z,181550
2022-04-10T19:23:43Z,178383
2022-04-10T19:28:40Z,179386
2022-04-10T19:33:48Z,184363
2022-04-10T19:38:42Z,181554
2022-04-10T19:43:41Z,180769
2022-04-10T19:48:42Z,181371
2022-04-10T19:53:38Z,177973
2022-04-10T19:58:41Z,180837
2022-04-10T20:03:43Z,182912
2022-04-10T20:08:42Z,181222
2022-04-10T20:13:42Z,181114
2022-04-10T20:18:44Z,183731
2022-04-10T20:23:48Z,187116
2022-04-10T20:28:47Z,186238
2022-04-10T20:33:49Z,188313
2022-04-10T20:38:50Z,189150
2022-04-10T20:43:40Z,179699
2022-04-10T20:48:43Z,182140
2022-04-10T20:53:45Z,184685
2022-04-10T20:58:54Z,191692
2022-04-10T21:03:49Z,188893
2022-04-10T21:08:52Z,191436
2022-04-10T21:13:49Z,188653
2022-04-10T21:18:50Z,189024
2022-04-10T21:23:45Z,184839
2022-04-10T21:28:43Z,182783
2022-04-10T21:33:44Z,183461
2022-04-10T21:38:44Z,183251
2022-04-10T21:43:48Z,187424
2022-04-10T21:49:00Z,199384
2022-04-10T21:53:49Z,188374
2022-04-10T21:58:52Z,191689
2022-04-10T22:03:49Z,188956
2022-04-10T22:08:52Z,186052
2022-04-10T22:13:48Z,187764
2022-04-10T22:18:53Z,192749
2022-04-10T22:23:49Z,188134
2022-04-10T22:28:53Z,192287
2022-04-10T22:33:55Z,194162
2022-04-10T22:38:44Z,183944
2022-04-10T22:43:52Z,191044
2022-04-10T22:48:57Z,196858
2022-04-10T22:53:47Z,186592
2022-04-10T22:58:45Z,184215
2022-04-10T23:03:51Z,190050
2022-04-10T23:08:58Z,197666
2022-04-10T23:13:50Z,189698
2022-04-10T23:18:53Z,192810
2022-04-10T23:23:45Z,184366
2022-04-10T23:28:51Z,190220
2022-04-10T23:33:49Z,186074
2022-04-10T23:38:50Z,189592
2022-04-10T23:43:52Z,185581
2022-04-10T23:49:54Z,253783
2022-04-10T23:53:53Z,192308
2022-04-10T23:58:55Z,193988
2022-04-11T00:03:50Z,189052
2022-04-11T00:08:49Z,188395
2022-04-11T00:13:45Z,184364
2022-04-11T00:18:46Z,185703
2022-04-11T00:23:49Z,188752
2022-04-11T00:28:50Z,189708
2022-04-11T00:33:54Z,193151
2022-04-11T00:38:53Z,192066
2022-04-11T00:43:51Z,190227
2022-04-11T00:48:45Z,184626
2022-04-11T00:53:57Z,194258
2022-04-11T00:58:48Z,187785
2022-04-11T01:03:49Z,188189
2022-04-11T01:08:59Z,198671
2022-04-11T01:13:58Z,197104
2022-04-11T01:18:57Z,195987
2022-04-11T01:24:00Z,199311
2022-04-11T01:28:51Z,190733
2022-04-11T01:33:51Z,190204
2022-04-11T01:38:50Z,188992
2022-04-11T01:44:03Z,202341
2022-04-11T01:48:52Z,191608
2022-04-11T01:53:55Z,194515
2022-04-11T01:58:52Z,191731
2022-04-11T02:03:51Z,190310
2022-04-11T02:08:52Z,191031
2022-04-11T02:13:49Z,188031
2022-04-11T02:18:53Z,192028
2022-04-11T02:23:51Z,190958
2022-04-11T02:28:56Z,195426
2022-04-11T02:33:57Z,196802
2022-04-11T02:38:58Z,197690
2022-04-11T02:43:54Z,193432
2022-04-11T02:48:49Z,188225
2022-04-11T02:53:49Z,188655
2022-04-11T02:58:48Z,187926
2022-04-11T03:03:51Z,190717
2022-04-11T03:08:53Z,192004
2022-04-11T03:13:55Z,194417
2022-04-11T03:18:56Z,195098
2022-04-11T03:23:56Z,195520
2022-04-11T03:28:54Z,193303
2022-04-11T03:33:55Z,194369
2022-04-11T03:38:55Z,194890
2022-04-11T03:43:56Z,192362
2022-04-11T03:48:54Z,193877
2022-04-11T03:53:59Z,198607
2022-04-11T03:58:56Z,195116
2022-04-11T04:03:55Z,194154
2022-04-11T04:08:50Z,189846
2022-04-11T04:13:52Z,191563
2022-04-11T04:18:54Z,193509
2022-04-11T04:23:56Z,195725
2022-04-11T04:28:59Z,198647
2022-04-11T04:33:57Z,196238
2022-04-11T04:39:02Z,201648
2022-04-11T04:44:03Z,198418
2022-04-11T04:48:50Z,189253
2022-04-11T04:54:03Z,201330
2022-04-11T04:59:00Z,193545
2022-04-11T05:03:59Z,198672
2022-04-11T05:09:35Z,234787
2022-04-11T05:14:00Z,199260
2022-04-11T05:18:53Z,192344
2022-04-11T05:23:52Z,191080
2022-04-11T05:28:53Z,192049
2022-04-11T05:33:51Z,190622
2022-04-11T05:38:56Z,195143
2022-04-11T05:43:59Z,198205
2022-04-11T05:48:58Z,197970
2022-04-11T05:53:58Z,197794
2022-04-11T05:58:56Z,195975
2022-04-11T06:04:00Z,199296
2022-04-11T06:09:03Z,202025
2022-04-11T06:13:59Z,195200
2022-04-11T06:19:03Z,201996
2022-04-11T06:24:21Z,220514
2022-04-11T06:29:34Z,233176
2022-04-11T06:34:31Z,230247
2022-04-11T06:39:28Z,227687
2022-04-11T06:44:33Z,232177
2022-04-11T06:49:34Z,233824
2022-04-11T06:54:29Z,228404
2022-04-11T06:59:34Z,233763
2022-04-11T07:04:33Z,230281
2022-04-11T07:09:38Z,237499
2022-04-11T07:14:33Z,232086
2022-04-11T07:19:31Z,230641
2022-04-11T07:24:39Z,237090
2022-04-11T07:29:31Z,230703
2022-04-11T07:34:38Z,237694
2022-04-11T07:39:39Z,232736
2022-04-11T07:44:39Z,238357
2022-04-11T07:49:38Z,237343
2022-04-11T07:54:37Z,236822
2022-04-11T07:59:45Z,244545
2022-04-11T08:04:38Z,237579
2022-04-11T08:09:34Z,233424
2022-04-11T08:16:06Z,325279
2022-04-11T08:24:33Z,232939
2022-04-11T08:29:41Z,240512
2022-04-11T08:34:37Z,236205
2022-04-11T08:39:25Z,222114
2022-04-11T08:44:07Z,206397
2022-04-11T08:49:08Z,207186
2022-04-11T08:54:11Z,204147
2022-04-11T08:59:10Z,209626
2022-04-11T09:04:11Z,210003
2022-04-11T09:09:08Z,207957
2022-04-11T09:14:02Z,201723
2022-04-11T09:19:03Z,202527
2022-04-11T09:24:02Z,201778
2022-04-11T09:29:04Z,203214
2022-04-11T09:34:05Z,204488
2022-04-11T09:39:08Z,207909
2022-04-11T09:44:08Z,207263
2022-04-11T09:49:03Z,202208
2022-04-11T09:54:06Z,203279
2022-04-11T09:59:17Z,211833
2022-04-11T10:04:08Z,204685
2022-04-11T10:09:13Z,212021
2022-04-11T10:14:08Z,207252
2022-04-11T10:19:08Z,207240
2022-04-11T10:24:11Z,210498
2022-04-11T10:29:10Z,209769
2022-04-11T10:34:02Z,201245
2022-04-11T10:39:06Z,205450
2022-04-11T10:44:03Z,202311
2022-04-11T10:49:02Z,201625
2022-04-11T10:54:02Z,201062
2022-04-11T10:59:07Z,206150
2022-04-11T11:04:11Z,210203
2022-04-11T11:09:10Z,209698
2022-04-11T11:14:08Z,207295
2022-04-11T11:19:13Z,212202
2022-04-11T11:24:19Z,213004
2022-04-11T11:29:14Z,213429
2022-04-11T11:34:14Z,213609
2022-04-11T11:39:14Z,213988
2022-04-11T11:44:17Z,216284
2022-04-11T11:49:16Z,215575
2022-04-11T11:54:14Z,213795
2022-04-11T11:59:14Z,213574
2022-04-11T12:04:12Z,211641
2022-04-11T12:09:13Z,212024
2022-04-11T12:14:22Z,221351
2022-04-11T12:19:11Z,210216
2022-04-11T12:24:13Z,212859
2022-04-11T12:29:14Z,213922
2022-04-11T12:34:16Z,215042
2022-04-11T12:39:15Z,214753
2022-04-11T12:44:20Z,216183
2022-04-11T12:49:36Z,235582
2022-04-11T12:54:25Z,218822
2022-04-11T12:59:23Z,222089
2022-04-11T13:04:18Z,217705
2022-04-11T13:09:24Z,223076
2022-04-11T13:14:21Z,220014
2022-04-11T13:19:15Z,214239
2022-04-11T13:24:32Z,230989
2022-04-11T13:29:12Z,211399
2022-04-11T13:34:16Z,215130
2022-04-11T13:39:18Z,217706
2022-04-11T13:44:29Z,228458
2022-04-11T13:49:17Z,216845
2022-04-11T13:54:15Z,214979
2022-04-11T13:59:16Z,215489
2022-04-11T14:04:20Z,219336
2022-04-11T14:09:17Z,216865
2022-04-11T14:14:20Z,219824
2022-04-11T14:19:26Z,221253
2022-04-11T14:24:17Z,212763
2022-04-11T14:29:27Z,226661
2022-04-11T14:34:26Z,225746
2022-04-11T14:39:28Z,227097
2022-04-11T14:44:18Z,217493
2022-04-11T14:49:21Z,220035
2022-04-11T14:54:15Z,214698
2022-04-11T14:59:20Z,219385
2022-04-11T15:04:22Z,221071
2022-04-11T15:09:20Z,219529
2022-04-11T15:14:16Z,215946
2022-04-11T15:19:20Z,219211
2022-04-11T15:24:18Z,217812
2022-04-11T15:29:25Z,222739
2022-04-11T15:34:24Z,223358
2022-04-11T15:39:26Z,225523
2022-04-11T15:44:23Z,222591
2022-04-11T15:49:25Z,224697
2022-04-11T15:54:20Z,219627
2022-04-11T15:59:19Z,218143
2022-04-11T16:04:20Z,219242
2022-04-11T16:09:17Z,216716
2022-04-11T16:14:19Z,218059
2022-04-11T16:19:34Z,233876
2022-04-11T16:24:18Z,217898
2022-04-11T16:29:21Z,220796
2022-04-11T16:34:49Z,248497
2022-04-11T16:39:22Z,221224
2022-04-11T16:44:25Z,221456
2022-04-11T16:49:31Z,226553
2022-04-11T16:54:22Z,221584
2022-04-11T16:59:24Z,223337
2022-04-11T17:04:25Z,224658
2022-04-11T17:09:25Z,224166
2022-04-11T17:14:26Z,225897
2022-04-11T17:19:22Z,221828
2022-04-11T17:24:19Z,218585
2022-04-11T17:29:21Z,220974
2022-04-11T17:34:18Z,217636
2022-04-11T17:39:21Z,220431
2022-04-11T17:44:22Z,221342
2022-04-11T17:49:22Z,221651
2022-04-11T17:54:24Z,223362
2022-04-11T17:59:24Z,223582
2022-04-11T18:04:25Z,224078
2022-04-11T18:09:26Z,225222
2022-04-11T18:14:29Z,225382
2022-04-11T18:19:52Z,251792
2022-04-11T18:24:30Z,229682
2022-04-11T18:29:39Z,238814
2022-04-11T18:34:28Z,227246
2022-04-11T18:39:30Z,229909
2022-04-11T18:44:24Z,223125
2022-04-11T18:49:22Z,221734
2022-04-11T18:54:22Z,221505
2022-04-11T18:59:23Z,222123
2022-04-11T19:04:25Z,224621
2022-04-11T19:09:23Z,222904
2022-04-11T19:14:23Z,222670
2022-04-11T19:19:25Z,224602
2022-04-11T19:24:34Z,228189
2022-04-11T19:29:29Z,228517
2022-04-11T19:34:32Z,227788
2022-04-11T19:39:34Z,229904
2022-04-11T19:44:34Z,233552
2022-04-11T19:49:31Z,230893
2022-04-11T19:55:40Z,299931
2022-04-11T19:59:31Z,230374
2022-04-11T20:04:27Z,226282
2022-04-11T20:09:28Z,227240
2022-04-11T20:14:22Z,221692
2022-04-11T20:19:25Z,223980
2022-04-11T20:24:26Z,225024
2022-04-11T20:29:24Z,223765
2022-04-11T20:34:31Z,230401
2022-04-11T20:39:26Z,225842
2022-04-11T20:44:29Z,228734
2022-04-11T20:49:26Z,225141
2022-04-11T20:54:29Z,228860
2022-04-11T20:59:26Z,225747
2022-04-11T21:04:36Z,235740
2022-04-11T21:09:36Z,235288
2022-04-11T21:14:40Z,239596
2022-04-11T21:19:34Z,233628
2022-04-11T21:24:34Z,233569
2022-04-11T21:29:32Z,231214
2022-04-11T21:34:26Z,225714
2022-04-11T21:39:28Z,227134
2022-04-11T21:44:31Z,230027
2022-04-11T21:49:29Z,228164
2022-04-11T21:54:30Z,229282
2022-04-11T21:59:26Z,225614
2022-04-11T22:04:29Z,228396
2022-04-11T22:09:35Z,234030
2022-04-11T22:14:29Z,228273
2022-04-11T22:19:31Z,228672
2022-04-11T22:24:32Z,231077
2022-04-11T22:29:34Z,233079
2022-04-11T22:34:32Z,231806
2022-04-11T22:39:36Z,235944
2022-04-11T22:44:33Z,232302
2022-04-11T22:49:38Z,237938
2022-04-11T22:54:37Z,236055
2022-04-11T22:59:34Z,233451
2022-04-11T23:04:39Z,238554
2022-04-11T23:09:32Z,231036
2022-04-11T23:14:31Z,230889
2022-04-11T23:19:32Z,231151
2022-04-11T23:24:35Z,234504
2022-04-11T23:29:30Z,229697
2022-04-11T23:34:31Z,230219
2022-04-11T23:39:35Z,234447
2022-04-11T23:44:35Z,234423
2022-04-11T23:49:32Z,231201
2022-04-11T23:54:39Z,232755
2022-04-12T00:00:32Z,291407
2022-04-12T00:04:33Z,232433
2022-04-12T00:09:41Z,240495
2022-04-12T00:14:36Z,235345
2022-04-12T00:19:33Z,232265
2022-04-12T00:24:36Z,235022
2022-04-12T00:29:33Z,232814
2022-04-12T00:34:33Z,232468
2022-04-12T00:39:33Z,232035
2022-04-12T00:44:35Z,234869
2022-04-12T00:49:36Z,235089
2022-04-12T00:54:42Z,239119
2022-04-12T00:59:40Z,236347
2022-04-12T01:04:41Z,237212
2022-04-12T01:11:01Z,242289
2022-04-12T01:19:43Z,242689
2022-04-12T01:24:44Z,243650
2022-04-12T01:29:41Z,240423
2022-04-12T01:34:39Z,238665
2022-04-12T01:39:40Z,239283
2022-04-12T01:44:46Z,245497
2022-04-12T01:49:35Z,234237
2022-04-12T01:54:37Z,236525
2022-04-12T01:59:59Z,258955
2022-04-12T02:04:31Z,230135
2022-04-12T02:09:40Z,239068
2022-04-12T02:14:35Z,231175
2022-04-12T02:19:41Z,240604
2022-04-12T02:24:41Z,240304
2022-04-12T02:30:31Z,290513
2022-04-12T02:34:39Z,238698
2022-04-12T02:39:42Z,241082
2022-04-12T02:44:42Z,241315
2022-04-12T02:49:38Z,237655
2022-04-12T02:54:39Z,238717
2022-04-12T02:59:40Z,239092
2022-04-12T03:04:43Z,242733
2022-04-12T03:09:40Z,239120
2022-04-12T03:14:35Z,234467
2022-04-12T03:19:36Z,235390
2022-04-12T03:24:33Z,232389
2022-04-12T03:29:36Z,235676
2022-04-12T03:34:35Z,234333
2022-04-12T03:39:38Z,235690
2022-04-12T03:44:39Z,236458
2022-04-12T03:49:38Z,237545
2022-04-12T03:54:39Z,238284
2022-04-12T03:59:40Z,239560
2022-04-12T04:04:47Z,246830
2022-04-12T04:09:49Z,248258
2022-04-12T04:14:41Z,240869
2022-04-12T04:19:37Z,236533
2022-04-12T04:24:38Z,237912
2022-04-12T04:29:42Z,241642
2022-04-12T04:34:39Z,238541
2022-04-12T04:39:41Z,240010
2022-04-12T04:44:37Z,236781
2022-04-12T04:49:43Z,242148
2022-04-12T04:54:40Z,239842
2022-04-12T04:59:40Z,239008
2022-04-12T05:04:39Z,238093
2022-04-12T05:09:40Z,239699
2022-04-12T05:14:44Z,243114
2022-04-12T05:19:42Z,241314
2022-04-12T05:24:42Z,241512
2022-04-12T05:29:41Z,240491
2022-04-12T05:34:38Z,237848
2022-04-12T05:39:43Z,242303
2022-04-12T05:44:39Z,238949
2022-04-12T05:49:39Z,238724
2022-04-12T05:54:37Z,236980
2022-04-12T05:59:36Z,235775
2022-04-12T06:04:45Z,244691
2022-04-12T06:09:44Z,243438
2022-04-12T06:14:42Z,241919
2022-04-12T06:19:43Z,242079
2022-04-12T06:24:45Z,240670
2022-04-12T06:30:27Z,285275
2022-04-12T06:35:35Z,294230
2022-04-12T06:40:34Z,293724
2022-04-12T06:45:32Z,291556
2022-04-12T06:50:31Z,290963
2022-04-12T06:55:28Z,287213
2022-04-12T07:00:40Z,299455
2022-04-12T07:05:28Z,287084
2022-04-12T07:10:30Z,289109
2022-04-12T07:15:24Z,283699
2022-04-12T07:20:22Z,281672
2022-04-12T07:25:27Z,286030
2022-04-12T07:30:19Z,278301
2022-04-12T07:35:20Z,279029
2022-04-12T07:40:23Z,282148
2022-04-12T07:45:29Z,288768
2022-04-12T07:50:25Z,284929
2022-04-12T07:55:28Z,284658
2022-04-12T08:00:31Z,290423
2022-04-12T08:05:35Z,294282
2022-04-12T08:10:29Z,288646
2022-04-12T08:15:32Z,291527
2022-04-12T08:20:33Z,292821
2022-04-12T08:25:29Z,288801
2022-04-12T08:30:46Z,305815
2022-04-12T08:40:02Z,261619
2022-04-12T08:44:53Z,252224
2022-04-12T08:49:53Z,252453
2022-04-12T08:54:55Z,254611
2022-04-12T08:59:57Z,250904
2022-04-12T09:04:59Z,258587
2022-04-12T09:09:58Z,252631
2022-04-12T09:14:59Z,252306
2022-04-12T09:21:34Z,353955
2022-04-12T09:30:00Z,259840
2022-04-12T09:34:51Z,250055
2022-04-12T09:39:49Z,248909
2022-04-12T09:44:51Z,250821
2022-04-12T09:49:49Z,248837
2022-04-12T09:54:47Z,246660
2022-04-12T09:59:51Z,250101
2022-04-12T10:04:53Z,252223
2022-04-12T10:09:52Z,251751
2022-04-12T10:14:48Z,247971
2022-04-12T10:19:52Z,247054
2022-04-12T10:24:53Z,252569
2022-04-12T10:29:52Z,251706
2022-04-12T10:34:57Z,256078
2022-04-12T10:39:55Z,254020
2022-04-12T10:44:55Z,254097
2022-04-12T10:49:58Z,257979
2022-04-12T10:54:51Z,250068
2022-04-12T10:59:53Z,252006
2022-04-12T11:04:50Z,249959
2022-04-12T11:09:51Z,250843
2022-04-12T11:14:51Z,250796
2022-04-12T11:19:51Z,250713
2022-04-12T11:24:56Z,255443
2022-04-12T11:29:56Z,255253
2022-04-12T11:34:59Z,255918
2022-04-12T11:40:08Z,261268
2022-04-12T11:46:52Z,371174
2022-04-12T11:54:59Z,251842
2022-04-12T11:59:52Z,251201
2022-04-12T12:04:58Z,257045
2022-04-12T12:09:55Z,254786
2022-04-12T12:15:02Z,261161
2022-04-12T12:20:00Z,259472
2022-04-12T12:24:51Z,250919
2022-04-12T12:29:59Z,258237
2022-04-12T12:34:56Z,255009
2022-04-12T12:39:55Z,254419
2022-04-12T12:44:55Z,254254
2022-04-12T12:49:59Z,258434
2022-04-12T12:54:57Z,256975
2022-04-12T13:00:01Z,260357
2022-04-12T13:05:07Z,266131
2022-04-12T13:10:01Z,260691
2022-04-12T13:15:03Z,262721
2022-04-12T13:19:59Z,258888
2022-04-12T13:25:02Z,261910
2022-04-12T13:30:09Z,268536
2022-04-12T13:35:04Z,263832
2022-04-12T13:40:00Z,258999
2022-04-12T13:45:03Z,262711
2022-04-12T13:49:57Z,256610
2022-04-12T13:55:15Z,274010
2022-04-12T14:00:05Z,264199
2022-04-12T14:05:01Z,260205
2022-04-12T14:10:00Z,255062
2022-04-12T14:15:08Z,267303
2022-04-12T14:20:11Z,266508
2022-04-12T14:25:06Z,263780
2022-04-12T14:30:02Z,261133
2022-04-12T14:35:03Z,262935
2022-04-12T14:40:04Z,263765
2022-04-12T14:45:07Z,266105
2022-04-12T14:50:05Z,264047
2022-04-12T14:55:02Z,261454
2022-04-12T15:00:07Z,266248
2022-04-12T15:04:59Z,258047
2022-04-12T15:10:00Z,259771
2022-04-12T15:15:06Z,265663
2022-04-12T15:20:01Z,260779
2022-04-12T15:25:04Z,263163
2022-04-12T15:30:13Z,267889
2022-04-12T15:35:09Z,268415
2022-04-12T15:40:13Z,272086
2022-04-12T15:45:15Z,274405
2022-04-12T15:50:10Z,269318
2022-04-12T15:55:07Z,266048
2022-04-12T16:00:11Z,270127
2022-04-12T16:05:08Z,267720
2022-04-12T16:10:13Z,272076
2022-04-12T16:15:03Z,262026
2022-04-12T16:20:04Z,263560
2022-04-12T16:24:59Z,258648
2022-04-12T16:30:07Z,266024
2022-04-12T16:35:03Z,262398
2022-04-12T16:40:04Z,263499
2022-04-12T16:45:06Z,265934
2022-04-12T16:50:13Z,269588
2022-04-12T16:55:10Z,269798
2022-04-12T17:00:15Z,274108
2022-04-12T17:05:09Z,268447
2022-04-12T17:10:33Z,292603
2022-04-12T17:15:11Z,270136
2022-04-12T17:20:12Z,271862
2022-04-12T17:25:11Z,270064
2022-04-12T17:30:10Z,269109
2022-04-12T17:35:11Z,270040
2022-04-12T17:40:06Z,265412
2022-04-12T17:45:07Z,266651
2022-04-12T17:50:03Z,262546
